name,class,layer,wirecolor,x,y,z,isGroupHead
Layer:x-Villa6-LP Block$0$LK-TREE-TRNK,SplineShape,x-Villa6-LP Block$0$LK-TREE-TRNK,(color 186 186 186),1.10439e+07,8.48922e+06,-2.83225e-05,false
Block:x-Villa6-LP Block$0$SHRUB-LRG-121,LinkComposite,x-Villa6-LP Block$0$LP-SHRB,(color 186 186 186),1.10438e+07,8.48884e+06,-2.61289e-07,false
Layer:x-Villa6-LP Block$0$LK-SHRB-TRNK,SplineShape,x-Villa6-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10438e+07,8.48884e+06,-2.61289e-07,false
Layer:x-Villa6-LP Block$0$LK-SHRB-035M,SplineShape,x-Villa6-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10438e+07,8.48884e+06,-2.61289e-07,false
Layer:x-Villa6-LP Block$0$LK-SHRB-013M,SplineShape,x-Villa6-LP Block$0$LK-SHRB-013M,(color 186 186 186),1.10438e+07,8.48885e+06,-2.61289e-07,false
Block:x-Villa6-LP Block$0$SHRUB-LRG-121,LinkComposite,x-Villa6-LP Block$0$LP-SHRB,(color 186 186 186),1.10438e+07,8.48909e+06,-2.61289e-07,false
Layer:x-Villa6-LP Block$0$LK-SHRB-TRNK,SplineShape,x-Villa6-LP Block$0$LK-SHRB-TRNK,(color 186 186 186),1.10438e+07,8.48909e+06,-2.61289e-07,false
Layer:x-Villa6-LP Block$0$LK-SHRB-035M,SplineShape,x-Villa6-LP Block$0$LK-SHRB-035M,(color 186 186 186),1.10438e+07,8.48909e+06,-2.61289e-07,false
Layer:x-Villa6-LP Block$0$LK-SHRB-013M,SplineShape,x-Villa6-LP Block$0$LK-SHRB-013M,(color 186 186 186),1.10438e+07,8.48909e+06,-2.61289e-07,false
Layer:x-Villa6-LP Block$0$LP-TREE,SplineShape,x-Villa6-LP Block$0$LP-TREE,(color 186 186 186),1.10438e+07,8.48851e+06,9.43294e-06,false
Layer:x-Villa6-LP Block$0$LP-PATT-SHAR,SplineShape,x-Villa6-LP Block$0$LP-PATT-SHAR,(color 186 186 186),1.1044e+07,8.48871e+06,7.36486e-06,false
Block:LAFX-PLANTSCHEDULE1,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10356e+07,8.49184e+06,0.0,false
Block:*T205,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10356e+07,8.49184e+06,0.0,false
Layer:L-SCHD-TEXT-035M,SplineShape,L-SCHD-TEXT-035M,(color 255 255 255),1.10367e+07,8.48806e+06,0.0,false
Block:TREE-SIMP-027,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.49149e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10357e+07,8.49149e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.49149e+06,0.0,false
Block:TREE-SIMP-025,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.49127e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10357e+07,8.49127e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.49127e+06,0.0,false
Block:TREE-SIMP-222,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.49106e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10357e+07,8.49106e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.49106e+06,0.0,false
Block:TREE-SIMP-005,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.49084e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10357e+07,8.49084e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.49084e+06,0.0,false
Block:TREE-SIMP-125,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.49063e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10357e+07,8.49063e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.49063e+06,0.0,false
Block:TREE-EVGR-001,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.49044e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10357e+07,8.49044e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10357e+07,8.49044e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.49044e+06,0.0,false
Block:TREE-DCID-450,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.49023e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10357e+07,8.49023e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10357e+07,8.49023e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10357e+07,8.49023e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.49023e+06,0.0,false
Block:TREE-DCID-003,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.49002e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10357e+07,8.49001e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10357e+07,8.49002e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10357e+07,8.49002e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.49002e+06,0.0,false
Block:TREE-DCID-208,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.48981e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10357e+07,8.48982e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10357e+07,8.48982e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10357e+07,8.48982e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10357e+07,8.48981e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.48981e+06,0.0,false
Block:TREE-SIMP-021,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.4896e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10357e+07,8.4896e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.4896e+06,0.0,false
Block:TREE-DCID-109,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.48939e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10357e+07,8.48938e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10357e+07,8.4894e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10357e+07,8.48939e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.48939e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10357e+07,8.48941e+06,0.0,false
Block:TREE-PALM-011,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.48909e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10357e+07,8.48909e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10357e+07,8.48909e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10357e+07,8.48909e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10357e+07,8.48908e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.48909e+06,0.0,false
Block:TREE-PALM-041,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.48888e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10357e+07,8.48888e+06,0.0,false
Layer:LK-TREE-013M,Editable_mesh,LK-TREE-013M,(color 255 0 255),1.10357e+07,8.48888e+06,0.296708,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.48888e+06,0.0,false
Block:TREE-SIMP-050,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.48868e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10357e+07,8.48868e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10357e+07,8.48868e+06,0.0,false
Block:SHRUB-LRG-421,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.48843e+06,0.0,false
Layer:LK-SHRB-035M,SplineShape,LK-SHRB-035M,(color 0 255 255),1.10357e+07,8.48843e+06,0.0,false
Layer:LK-SHRB-TRNK,SplineShape,LK-SHRB-TRNK,(color 0 255 0),1.10357e+07,8.48843e+06,0.0,false
Block:SHRUB-TROP-021,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.48828e+06,0.0,false
Layer:LK-SHRB-TRNK,SplineShape,LK-SHRB-TRNK,(color 0 255 0),1.10357e+07,8.48828e+06,0.0,false
Layer:LK-SHRB-035M,SplineShape,LK-SHRB-035M,(color 0 255 255),1.10357e+07,8.48828e+06,0.0,false
Block:SHRUB-LRG-020,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.48813e+06,0.0,false
Layer:LK-SHRB-035M,SplineShape,LK-SHRB-035M,(color 0 255 255),1.10357e+07,8.48813e+06,0.0,false
Layer:LK-SHRB-TRNK,SplineShape,LK-SHRB-TRNK,(color 0 255 0),1.10357e+07,8.48813e+06,0.0,false
Layer:L-SCHD-TEXT-035M,SplineShape,L-SCHD-TEXT-035M,(color 255 255 255),1.10357e+07,8.48612e+06,0.0,false
Block:LAFX-PLANTSCHEDULE2,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.1038e+07,8.49184e+06,0.0,false
Block:*T204,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.1038e+07,8.49184e+06,0.0,false
Layer:L-SCHD-TEXT-035M,SplineShape,L-SCHD-TEXT-035M,(color 255 255 255),1.10387e+07,8.48806e+06,0.0,false
Block:TREE-SIMP-027,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.49149e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10381e+07,8.49149e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.49149e+06,0.0,false
Block:TREE-SIMP-025,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.49127e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10381e+07,8.49127e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.49127e+06,0.0,false
Block:TREE-SIMP-222,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.49106e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10381e+07,8.49106e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.49106e+06,0.0,false
Block:TREE-SIMP-005,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.49084e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10381e+07,8.49084e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.49084e+06,0.0,false
Block:TREE-SIMP-125,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.49063e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10381e+07,8.49063e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.49063e+06,0.0,false
Block:TREE-EVGR-001,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.49044e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10381e+07,8.49044e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10381e+07,8.49044e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.49044e+06,0.0,false
Block:TREE-DCID-450,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.49023e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10381e+07,8.49023e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10381e+07,8.49023e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10381e+07,8.49023e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.49023e+06,0.0,false
Block:TREE-DCID-003,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.49002e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10381e+07,8.49001e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10381e+07,8.49002e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10381e+07,8.49002e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.49002e+06,0.0,false
Block:TREE-DCID-208,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.48981e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10381e+07,8.48982e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10381e+07,8.48982e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10381e+07,8.48982e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10381e+07,8.48981e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.48981e+06,0.0,false
Block:TREE-SIMP-021,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.4896e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10381e+07,8.4896e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.4896e+06,0.0,false
Block:TREE-DCID-109,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.48939e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10381e+07,8.48938e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10381e+07,8.4894e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10381e+07,8.48939e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.48939e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10381e+07,8.48941e+06,0.0,false
Block:TREE-PALM-011,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.48909e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10381e+07,8.48909e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10382e+07,8.48909e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10381e+07,8.48909e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10381e+07,8.48908e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.48909e+06,0.0,false
Block:TREE-PALM-041,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.48888e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10381e+07,8.48888e+06,0.0,false
Layer:LK-TREE-013M,Editable_mesh,LK-TREE-013M,(color 255 0 255),1.10381e+07,8.48888e+06,0.296708,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.48888e+06,0.0,false
Block:TREE-SIMP-050,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.48868e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10381e+07,8.48868e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10381e+07,8.48868e+06,0.0,false
Block:SHRUB-LRG-421,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.48843e+06,0.0,false
Layer:LK-SHRB-035M,SplineShape,LK-SHRB-035M,(color 0 255 255),1.10381e+07,8.48843e+06,0.0,false
Layer:LK-SHRB-TRNK,SplineShape,LK-SHRB-TRNK,(color 0 255 0),1.10381e+07,8.48843e+06,0.0,false
Block:SHRUB-TROP-021,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.48828e+06,0.0,false
Layer:LK-SHRB-TRNK,SplineShape,LK-SHRB-TRNK,(color 0 255 0),1.10381e+07,8.48828e+06,0.0,false
Layer:LK-SHRB-035M,SplineShape,LK-SHRB-035M,(color 0 255 255),1.10381e+07,8.48828e+06,0.0,false
Block:SHRUB-LRG-020,LinkComposite,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.48813e+06,0.0,false
Layer:LK-SHRB-035M,SplineShape,LK-SHRB-035M,(color 0 255 255),1.10381e+07,8.48813e+06,0.0,false
Layer:LK-SHRB-TRNK,SplineShape,LK-SHRB-TRNK,(color 0 255 0),1.10381e+07,8.48813e+06,0.0,false
Layer:L-SCHD-TEXT-035M,SplineShape,L-SCHD-TEXT-035M,(color 255 255 255),1.10381e+07,8.48612e+06,0.0,false
Block:TREE-SIMP-005,LinkComposite,LP-TREE,(color 127 63 63),1.1047e+07,8.48681e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.1047e+07,8.48681e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.1047e+07,8.48681e+06,0.0,false
Block:TREE-DCID-208,LinkComposite,LP-TREE,(color 127 63 63),1.10474e+07,8.48697e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10474e+07,8.48698e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10474e+07,8.48698e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10474e+07,8.48699e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10474e+07,8.48697e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10474e+07,8.48698e+06,0.0,false
Block:TREE-DCID-208,LinkComposite,LP-TREE,(color 127 63 63),1.10513e+07,8.49112e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10513e+07,8.49113e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10513e+07,8.49113e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10513e+07,8.49114e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10513e+07,8.49112e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10513e+07,8.49112e+06,0.0,false
Block:TREE-DCID-208,LinkComposite,LP-TREE,(color 127 63 63),1.10526e+07,8.49053e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10525e+07,8.49054e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10525e+07,8.49054e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10526e+07,8.49055e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10526e+07,8.49053e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10526e+07,8.49053e+06,0.0,false
Block:TREE-DCID-208,LinkComposite,LP-TREE,(color 127 63 63),1.10528e+07,8.49053e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10528e+07,8.49054e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10528e+07,8.49054e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10528e+07,8.49055e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10528e+07,8.49053e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10528e+07,8.49054e+06,0.0,false
Block:TREE-SIMP-005,LinkComposite,LP-TREE,(color 127 63 63),1.10522e+07,8.4851e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10522e+07,8.4851e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10522e+07,8.4851e+06,0.0,false
Block:TREE-SIMP-005,LinkComposite,LP-TREE,(color 127 63 63),1.10503e+07,8.48955e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10503e+07,8.48956e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10503e+07,8.48955e+06,0.0,false
Block:TREE-DCID-109,LinkComposite,LP-TREE,(color 127 63 63),1.10468e+07,8.48614e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10468e+07,8.48614e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10468e+07,8.48616e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10468e+07,8.48614e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10468e+07,8.48614e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10468e+07,8.48618e+06,0.0,false
Block:TREE-DCID-109,LinkComposite,LP-TREE,(color 127 63 63),1.10475e+07,8.48624e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10475e+07,8.48623e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10474e+07,8.48625e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10475e+07,8.48624e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10475e+07,8.48624e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10475e+07,8.48627e+06,0.0,false
Block:TREE-SIMP-005,LinkComposite,LP-TREE,(color 127 63 63),1.10493e+07,8.49052e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10493e+07,8.49052e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10493e+07,8.49052e+06,0.0,false
Block:TREE-SIMP-005,LinkComposite,LP-TREE,(color 127 63 63),1.10444e+07,8.49046e+06,0.0,false
Layer:LK-TREE-050M,SplineShape,LK-TREE-050M,(color 255 255 0),1.10444e+07,8.49047e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10444e+07,8.49046e+06,0.0,false
Layer:'DSB_SIDEWALK,SplineShape,'DSB_SIDEWALK,(color 0 255 255),1.10514e+07,8.49006e+06,-1.27025e-07,false
Layer:-OSP_OFF SITE TEXT,PolymorphicGeom,-OSP_OFF SITE TEXT,(color 84 84 84),1.10466e+07,8.48438e+06,14.8953,false
Block:TREE-DCID-450,LinkComposite,LP-TREE,(color 127 63 63),1.10471e+07,8.48644e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10471e+07,8.48643e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10471e+07,8.48643e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10471e+07,8.48644e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10471e+07,8.48643e+06,0.0,false
Block:TREE-DCID-450,LinkComposite,LP-TREE,(color 127 63 63),1.10471e+07,8.48594e+06,0.0,false
Layer:LK-TREE-013M,SplineShape,LK-TREE-013M,(color 255 0 255),1.10471e+07,8.48594e+06,0.0,false
Layer:LK-TREE-025M,SplineShape,LK-TREE-025M,(color 255 255 0),1.10471e+07,8.48594e+06,0.0,false
Layer:LK-TREE-035M,SplineShape,LK-TREE-035M,(color 82 165 145),1.10471e+07,8.48595e+06,0.0,false
Layer:LK-TREE-TRNK,SplineShape,LK-TREE-TRNK,(color 165 82 0),1.10471e+07,8.48594e+06,0.0,false
